t_s,mem_util_pct,gpu_util_pct,phase
32.18811493300018,100,99,util_100
32.208915545008495,100,99,util_100
32.22961435599427,100,99,util_100
32.25033526700281,100,99,util_100
32.270991279001464,100,99,util_100
32.291749390002224,100,99,util_100
32.3125166020036,100,99,util_100
32.333317712997086,100,99,util_100
32.354384724996635,100,99,util_100
32.375404535996495,100,99,util_100
32.39658414799487,100,99,util_100
32.41745535899827,100,99,util_100
32.43844947099569,100,99,util_100
32.459239781994256,100,99,util_100
32.48002979399462,100,99,util_100
32.50084170499758,100,99,util_100
32.52152911599842,100,99,util_100
32.54225602799852,100,99,util_100
32.562933039007476,100,99,util_100
32.58376715099439,100,99,util_100
32.60450276199845,100,99,util_100
32.62521607300732,100,99,util_100
32.645873485002085,100,99,util_100
32.66651029599598,100,99,util_100
32.687251306997496,100,99,util_100
32.70801271899836,100,99,util_100
32.72886622999795,100,99,util_100
32.74975504200847,100,99,util_100
32.77051075300551,100,99,util_100
32.791272065005614,100,99,util_100
32.81206457600638,100,99,util_100
32.832801787008066,100,99,util_100
32.853851898995345,100,99,util_100
32.874938310997095,100,99,util_100
32.89603182200517,100,99,util_100
32.917766533995746,100,99,util_100
32.93853614600084,100,99,util_100
32.959347658004845,100,99,util_100
32.98011446899909,100,99,util_100
33.000899381004274,100,99,util_100
33.02165419299854,100,99,util_100
33.04251810400456,100,99,util_100
33.063245615994674,100,99,util_100
33.084016228007386,100,99,util_100
33.10477693899884,100,99,util_100
33.12557705100335,100,99,util_100
33.14636646299914,100,99,util_100
33.167095974000404,100,99,util_100
33.18780638600583,100,99,util_100
33.20856939800433,100,99,util_100
33.22932330900221,100,99,util_100
33.25010772100359,100,99,util_100
33.270896732996334,100,99,util_100
33.29168694400869,100,99,util_100
33.31243615600397,100,99,util_100
33.333377867995296,100,99,util_100
33.35463518000324,100,99,util_100
33.37562519199855,100,99,util_100
33.39668990300561,100,99,util_100
33.41745841500233,100,99,util_100
33.438250227001845,100,99,util_100
33.45906813800684,100,99,util_100
33.479833949997555,100,99,util_100
33.500549762000446,100,99,util_100
33.52127987300628,100,99,util_100
33.541996184998425,100,99,util_100
33.56271439700504,100,99,util_100
33.58338470800663,100,99,util_100
33.604145220000646,100,99,util_100
33.62484283100639,100,99,util_100
33.6456024430081,100,99,util_100
33.66637595499924,100,99,util_100
33.6871010659961,100,99,util_100
33.707821278003394,100,99,util_100
33.728553990004,100,99,util_100
33.749388601994724,100,99,util_100
33.77010571300343,100,99,util_100
33.79079692500818,100,99,util_100
33.81161673700262,100,99,util_100
33.832383048997144,100,99,util_100
33.85341216099914,100,99,util_100
33.87446357299632,100,99,util_100
33.89552838500822,100,99,util_100
33.917452698005945,100,99,util_100
33.93819031000021,100,99,util_100
33.958933222005726,100,99,util_100
33.97956263400556,100,99,util_100
34.00032464599644,100,99,util_100
34.021055357996374,100,99,util_100
34.04188326999429,100,99,util_100
34.06260128199938,100,99,util_100
34.08331849399838,100,99,util_100
34.104081907004,100,99,util_100
34.12488051899709,100,99,util_100
34.14567413099576,100,99,util_100
34.166387542994926,100,99,util_100
34.18710665500839,100,99,util_100
34.20793066700571,100,99,util_100
34.2286279789987,100,99,util_100
34.249333690997446,100,99,util_100
